Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
71,69,40,2023-03-14,30-322,WAS,,DET,W (+20),0,21:53,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.3,+10,2.0,0.0,0.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,1.0,88.0,5.176470588235294,0.2999999999999992,103.79999999999998,6.105882352941175
72,70,41,2023-03-17,30-325,WAS,@,CLE,L (-23),0,16:31,2.0,4.0,.500,0.0,0.0,,0,0.0,,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,4.8,-17,4.0,2.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,5.0,55.0,3.235294117647059,4.799999999999998,68.60000000000001,4.03529411764706
73,71,42,2023-03-18,30-326,WAS,,SAC,L (-14),0,20:01,1.0,2.0,.500,0.0,1.0,.000,2,2.0,1.000,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,5.7,-11,1.0,1.0,1.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,5.0,75.0,4.411764705882353,4.900000000000001,88.60000000000001,5.211764705882353
74,72,43,2023-03-21,30-329,WAS,@,ORL,L (-10),0,16:28,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,-0.7,-6,1.0,1.0,1.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,-1.0,65.0,3.823529411764706,-0.6999999999999997,76.8,4.517647058823529
75,73,44,2023-03-22,30-330,WAS,,DEN,L (-14),0,20:33,3.0,6.0,.500,0.0,1.0,.000,1,2.0,.500,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,7.0,7.3,-4,5.0,3.0,0.6,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,6.0,52.0,3.0588235294117645,6.9,63.8,3.7529411764705882
76,74,45,2023-03-24,30-332,WAS,,SAS,W (+12),0,28:58,9.0,14.0,.643,3.0,6.0,.500,3,3.0,1.000,1.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,24.0,22.4,+26,8.0,6.0,0.75,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,17.0,84.0,4.941176470588236,21.200000000000006,96.1,5.652941176470588
77,75,46,2023-03-26,30-334,WAS,@,TOR,L (-10),1,33:56,2.0,9.0,.222,1.0,4.0,.250,0,0.0,,0.0,7.0,7.0,8.0,2.0,0.0,1.0,0.0,5.0,8.2,+1,5.0,1.0,0.2,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,12.0,63.0,3.7058823529411766,8.2,85.3,5.017647058823529
78,76,47,2023-03-28,30-336,WAS,,BOS,W (+19),1,30:35,3.0,5.0,.600,1.0,2.0,.500,1,3.0,.333,0.0,5.0,5.0,2.0,2.0,0.0,1.0,2.0,8.0,8.0,+21,3.0,2.0,0.6666666666666666,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,8.0,93.0,5.470588235294118,7.599999999999998,99.3,5.841176470588235
79,77,48,2023-03-31,30-339,WAS,,ORL,L (-7),1,32:05,8.0,15.0,.533,2.0,6.0,.333,3,3.0,1.000,3.0,6.0,9.0,4.0,1.0,0.0,0.0,2.0,21.0,20.6,,9.0,6.0,0.6666666666666666,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,17.0,62.0,3.647058823529412,19.4,67.89999999999999,3.994117647058823
80,78,49,2023-04-02,30-341,WAS,@,NYK,L (-9),1,31:37,3.0,9.0,.333,1.0,3.0,.333,1,2.0,.500,1.0,4.0,5.0,7.0,4.0,0.0,2.0,0.0,8.0,11.3,-18,6.0,2.0,0.3333333333333333,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,11.0,66.0,3.882352941176471,10.899999999999997,80.7,4.747058823529412
81,79,,2023-04-04,30-343,WAS,,MIL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,,38.0,2.235294117647059,0.0,49.9,2.9352941176470586
82,80,,2023-04-05,30-344,WAS,@,ATL,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,,46.0,2.7058823529411766,0.0,60.2,3.5411764705882356
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,50,2023-04-07,30-346,WAS,,MIA,W (+6),1,20:34,4.0,7.0,.571,0.0,2.0,.000,3,3.0,1.000,0.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,11.0,12.6,+18,5.0,4.0,0.8,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,12.0,38.0,2.235294117647059,11.400000000000002,51.7,3.0411764705882356
85,82,,2023-04-09,30-348,WAS,,HOU,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,,39.0,2.294117647058824,0.0,45.900000000000006,2.7
