Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
74.0,62.0,2023-03-22,27-231,WAS,DEN,0,8.35,3.0,4.0,.750,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,6.1,-1,2.0,2.0,1.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4.0,92.0,5.75,6.099999999999999,81.0,5.0625,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-23),L (-23)
75.0,,2023-03-24,27-233,WAS,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,82.0,5.125,0.0,60.69999999999999,3.7937499999999993,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-14),L (-14)
76.0,63.0,2023-03-26,27-235,WAS,TOR,0,8.15,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-0.5,-4,0.0,0.0,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-1.0,82.0,5.125,-0.4999999999999998,70.0,4.375,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-10),L (-10)
77.0,64.0,2023-03-28,27-237,WAS,BOS,0,17.25,5.0,13.0,.385,2.0,7.0,.286,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,12.0,6.2,-4,6.0,3.0,0.5,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,67.0,4.1875,6.200000000000001,64.89999999999999,4.05625,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-14),L (-14)
78.0,65.0,2023-03-31,27-240,WAS,ORL,0,13.9,5.0,10.0,.500,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,12.0,7.4,,5.0,3.0,0.6,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7.0,99.0,6.1875,7.4,84.89999999999999,5.30625,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,W (+12),W (+12)
79.0,66.0,2023-04-02,27-242,WAS,NYK,0,13.0,4.0,6.0,.667,3.0,4.0,.750,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,11.0,7.0,-5,2.0,1.0,0.5,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5.0,89.0,5.5625,7.0,81.10000000000001,5.0687500000000005,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-10),L (-10)
80.0,67.0,2023-04-04,27-244,WAS,MIL,0,22.48333333333333,9.0,17.0,.529,5.0,6.0,.833,1,2.0,.500,1.0,6.0,7.0,6.0,2.0,1.0,1.0,2.0,24.0,22.9,-2,11.0,4.0,0.3636363636363636,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,20.0,75.0,4.6875,22.5,60.900000000000006,3.80625,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,W (+19),W (+19)
81.0,68.0,2023-04-05,27-245,WAS,ATL,0,26.1,7.0,17.0,.412,1.0,6.0,.167,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,15.0,7.2,-13,11.0,6.0,0.5454545454545454,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,80.0,5.0,7.200000000000003,53.9,3.36875,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-7),L (-7)
82.0,69.0,2023-04-07,27-247,WAS,MIA,0,16.4,1.0,6.0,.167,1.0,5.0,.200,4,4.0,1.000,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,7.0,3.9,-9,1.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,89.0,5.5625,2.3000000000000007,65.4,4.0875,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-9),L (-9)
83.0,70.0,2023-04-09,27-249,WAS,HOU,0,21.8,4.0,9.0,.444,2.0,4.0,.500,2,2.0,1.000,1.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,12.0,8.9,-8,5.0,2.0,0.4,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,8.0,25.0,1.5625,8.099999999999998,0.0,0.0,11.1,0.2,-3.5,-2.0,-1.5,0.0252182347235693,0.53,0.496,0.091,-0.4,-0.6,L (-12),L (-12)
